researcher_name,employee_id,affiliation,rcard_url,rank,project_id,project_title,project_pi,project_inst,project_keywords,final_score,semantic_score,keyword_score
서지혜 (Jihye Seo),10958,융복합전자소재연구센터,https://rcard.re.kr/detail/57WSqylagphfFxySLGlqxQ==,7,NRF-000423,"Towards AIoT – Building Intelligence into Sensing, Networking, and Data Analytics of IoT",Mo Li,Nanyang Technological University,"AIoT, Internet of Things, Sensing, Data analytics",0.4259,0.6085,0.0000
서지혜 (Jihye Seo),10958,융복합전자소재연구센터,https://rcard.re.kr/detail/57WSqylagphfFxySLGlqxQ==,8,MOE-000733,Decoding Organizational Ethical Awareness: Unraveling the Formation and Consequences in the Context of Generative AI,Nan HU,Singapore Management University,Generative Artificial Intelligence; Ethics; Business Management; Large Language Model,0.4252,0.6074,0.0000
서지혜 (Jihye Seo),10958,융복합전자소재연구센터,https://rcard.re.kr/detail/57WSqylagphfFxySLGlqxQ==,9,NRF-000138,Provably Verified and Explainable Probabilistic Reasoning,KULDEEP S MEEL,National University of Singapore,Probabilistic Reasoning; Formal Methods; SAT,0.4231,0.6044,0.0000
서지혜 (Jihye Seo),10958,융복합전자소재연구센터,https://rcard.re.kr/detail/57WSqylagphfFxySLGlqxQ==,10,MOE-000055,Topology-based featurization for machine learning models in materials informatics,XIA Kelin,Nanyang Technological University,Materials discovery; Topological data analysis (TDA); Persistent homology (PH); Machine learning; Feature engineering; Perovskites.,0.4227,0.5649,0.0909
오근우 (Geunwoo Oh),10952,지능형영상처리연구센터,https://rcard.re.kr/detail/hllSqpBnlPhZ0958qglb0A==,1,NRF-000137,Rigorous AI using Game Theory and Statistics,Ioannis Panageas,Singapore University of Technology and Design,Deep Learning; Gradient Descent; Regression; Optimization; Online Learning; Game Theory,0.5376,0.7144,0.1250
오근우 (Geunwoo Oh),10952,지능형영상처리연구센터,https://rcard.re.kr/detail/hllSqpBnlPhZ0958qglb0A==,2,MOE-000232,A Framework for Intellectual Property Protection of Deep Learning Applications,Tianwei Zhang,Nanyang Technological University,Deep Learning; Deep Neural Network; Watermarking; Intellectual Property; Ownership Verification,0.4764,0.6194,0.1429
오근우 (Geunwoo Oh),10952,지능형영상처리연구센터,https://rcard.re.kr/detail/hllSqpBnlPhZ0958qglb0A==,3,MOE-000672,"Energy-Optimized, Situated Instruction Comprehension for Pervasive Assistive Agents",Archan MISRA,Singapore Management University,Human-AI Synergy; Interactive Agents; Human-Instruction Comprehension; Spatial Sensing; Wearable Computing,0.4710,0.6728,0.0000
오근우 (Geunwoo Oh),10952,지능형영상처리연구센터,https://rcard.re.kr/detail/hllSqpBnlPhZ0958qglb0A==,4,MOE-000746,"Visualizing and Debugging Training Dynamics of Deep Learning Models via Time-Travelling Visualization: Perspectives of Foundation, Techniques, and Tool Design",Dong Jin Song,National University of Singapore,"deep learning, visualization, training dynamics",0.4668,0.5811,0.2000
오근우 (Geunwoo Oh),10952,지능형영상처리연구센터,https://rcard.re.kr/detail/hllSqpBnlPhZ0958qglb0A==,5,MOH-001745,Addressing barriers to data in ophthalmology with generative artificial intelligence,Wong Wing Kee Damon,Singapore Eye Research Institute,"privacy, ophthalmology, generative artificial intelligence",0.4639,0.6628,0.0000
오근우 (Geunwoo Oh),10952,지능형영상처리연구센터,https://rcard.re.kr/detail/hllSqpBnlPhZ0958qglb0A==,6,MOE-000120,Automated Synthesis of High-Fidelity Images for Deep Network Training,Lu Shijian,Nanyang Technological University,"Computer vision, deep learning, image synthesis, deep neural networks",0.4616,0.5880,0.1667
오근우 (Geunwoo Oh),10952,지능형영상처리연구센터,https://rcard.re.kr/detail/hllSqpBnlPhZ0958qglb0A==,7,MOE-000043,Self-Supervised Visual Representation Learning,Loy Chen Change,Nanyang Technological University,"Artificial Intelligence, Deep Learning, Computer Vision",0.4583,0.5689,0.2000
오근우 (Geunwoo Oh),10952,지능형영상처리연구센터,https://rcard.re.kr/detail/hllSqpBnlPhZ0958qglb0A==,8,MOE-000530,Toward Ubiquitous 3D Perception and Recognition via Generation and Adaptation of Point Cloud Data,Lu Shijian,Nanyang Technological University,"Lidar point clouds, point cloud synthesis and generation, photogrammetry, unsupervised domain adaptation, domain generalization, weakly supervised learning",0.4560,0.6514,0.0000
오근우 (Geunwoo Oh),10952,지능형영상처리연구센터,https://rcard.re.kr/detail/hllSqpBnlPhZ0958qglb0A==,9,NRF-000066,ALIAS - Adaptive Learning for Interactive Agents and Systems,Georgios Piliouras,Singapore University of Technology and Design,game theory; online learning; equilibria; dynamical systems; machine learning,0.4499,0.6428,0.0000
오근우 (Geunwoo Oh),10952,지능형영상처리연구센터,https://rcard.re.kr/detail/hllSqpBnlPhZ0958qglb0A==,10,MOE-000264,Artificial Intelligence in Augmenting Medical Information Dimensionality: The Future of Work in the Medical Profession,Goh Kim Huat,Nanyang Technological University,AI augmentation; healthcare expertise; future of work; cancer; ventilator; teams,0.4422,0.6317,0.0000
고재형,10954,SoC플랫폼연구센터,https://rcard.re.kr/detail/zjnQD2tRN5wsFpI7/nayDA==,1,MOH-001155,Clinical relevancy of non-criterion A traumatic events to mental health and clinical utility of transdiagnostic affective factors in identifying subgroups of trauma-exposed patients with severe mental illness,Liu Jianlin,Institute of Mental Health,transdiagnostic; trauma; PTSD; severe mental illness; mood disorders; schizophrenia spectrum disorders,0.3963,0.5661,0.0000
고재형,10954,SoC플랫폼연구센터,https://rcard.re.kr/detail/zjnQD2tRN5wsFpI7/nayDA==,2,MOH-001057,"Discordant symptom burden and severity grading in dermatology, a mixed-methods sequential exploratory study",Choi Ci En Ellie,National University Hospital (NUH),discordant severity grading; patient outcome measures; perceived severity; patient satisfaction; physician burnout; objective grading,0.3809,0.5442,0.0000
고재형,10954,SoC플랫폼연구센터,https://rcard.re.kr/detail/zjnQD2tRN5wsFpI7/nayDA==,3,RC/CIRG/1446/2016,Etiology of Cortical Cerebral Microinfarcts and Impact on Brain Function and Long Term Outcomes,Christopher Chen,National University Health System,"Cortical cerebral microinfarcts, Cerebrovascular diseases, Cognitive impairment, Dementia, Magnetic Resonance Imaging",0.3809,0.5441,0.0000
고재형,10954,SoC플랫폼연구센터,https://rcard.re.kr/detail/zjnQD2tRN5wsFpI7/nayDA==,4,MOH-001402,Accounting for allosteric effects of mutations in diagnostics and personalised treatment within SG10K project,Igor Berezovsky,BII - Bioinformatics Institute,"Allosteric effects of mutations, diagnostics, SG10K project, K-Ras, allosteric drugs, drug resistance, machine learning (ML)",0.3763,0.5376,0.0000
고재형,10954,SoC플랫폼연구센터,https://rcard.re.kr/detail/zjnQD2tRN5wsFpI7/nayDA==,5,MOH-001273,Precision BRAin COnnectivity Profiling of Learning Difficulties (BRACO-LD),Tan Ai Peng,National University of Singapore,brain connectivity; learning difficulties; magnetic resonance imaging,0.3681,0.5258,0.0000
고재형,10954,SoC플랫폼연구센터,https://rcard.re.kr/detail/zjnQD2tRN5wsFpI7/nayDA==,6,MOH-001594,SURE-TREAT: Singapore Undiagnosed Research Endeavour: identification and TREATment of splicing variants in patients with neurodevelopmental disorders,Saumya Shekhar Jamuar,KK Women's & Children's Hospital,"genomics, therapeutics, antisense oligonucleotides, precision therapeutics",0.3669,0.5242,0.0000
고재형,10954,SoC플랫폼연구센터,https://rcard.re.kr/detail/zjnQD2tRN5wsFpI7/nayDA==,7,MOH-000433,NUS Master of Clinical Investigator (MCI) RIE2020,Yeoh Eng Juh,National University of Singapore,,0.3641,0.5201,0.0000
고재형,10954,SoC플랫폼연구센터,https://rcard.re.kr/detail/zjnQD2tRN5wsFpI7/nayDA==,8,MOH-001814,Development and Testing of a Digital Psychological Toolkit to improve Symptom Burden in Dermatology Patients,Choi Ci En Ellie,National University Hospital (NUH),behavioural health; patient-reported outcomes; implementational science; health economics evaluation; mixed method; psychodermatology,0.3612,0.5160,0.0000
고재형,10954,SoC플랫폼연구센터,https://rcard.re.kr/detail/zjnQD2tRN5wsFpI7/nayDA==,9,RC/CIRG/1485/2018,Mechanisms of decline in vascular cognitive impairment,Christopher Chen,National University of Singapore,"Vascular Cognitive Impairment,Magnetic Resonance Imaging, Cardiovascular Imaging, Blood Biomarkers",0.3592,0.5132,0.0000
고재형,10954,SoC플랫폼연구센터,https://rcard.re.kr/detail/zjnQD2tRN5wsFpI7/nayDA==,10,MOH-000812,Mechanisms of decline in vascular cognitive impairment,Christopher Chen,National University of Singapore,Vascular Cognitive Impairment;Magnetic Resonance Imaging; Cardiovascular Imaging; Blood Biomarkers,0.3592,0.5132,0.0000
최정원,10957,인재경영실,https://rcard.re.kr/detail/bBOAdV3/3356gPLq/MBvHA==,1,MOH-001155,Clinical relevancy of non-criterion A traumatic events to mental health and clinical utility of transdiagnostic affective factors in identifying subgroups of trauma-exposed patients with severe mental illness,Liu Jianlin,Institute of Mental Health,transdiagnostic; trauma; PTSD; severe mental illness; mood disorders; schizophrenia spectrum disorders,0.3648,0.5212,0.0000
최정원,10957,인재경영실,https://rcard.re.kr/detail/bBOAdV3/3356gPLq/MBvHA==,2,MOH-001057,"Discordant symptom burden and severity grading in dermatology, a mixed-methods sequential exploratory study",Choi Ci En Ellie,National University Hospital (NUH),discordant severity grading; patient outcome measures; perceived severity; patient satisfaction; physician burnout; objective grading,0.3442,0.4917,0.0000
최정원,10957,인재경영실,https://rcard.re.kr/detail/bBOAdV3/3356gPLq/MBvHA==,3,MOH-001273,Precision BRAin COnnectivity Profiling of Learning Difficulties (BRACO-LD),Tan Ai Peng,National University of Singapore,brain connectivity; learning difficulties; magnetic resonance imaging,0.3439,0.4913,0.0000
최정원,10957,인재경영실,https://rcard.re.kr/detail/bBOAdV3/3356gPLq/MBvHA==,4,MOE-000767,Estimation and Inference with Many Weak Instruments and Controls,YICHONG ZHANG,Singapore Management University,Clustered Data; Formula Instruments; Judge Design; Machine Learning; Many Weak Instruments,0.3421,0.4887,0.0000
최정원,10957,인재경영실,https://rcard.re.kr/detail/bBOAdV3/3356gPLq/MBvHA==,5,MRC/NIG/0039/2008,Developing a Systemic Lupus Erythematosus-specific Health-Related Quality of Life Item Bank for use among Multi-Ethnic Asian Patients,Wee Hwee Lin,National University of Singapore,"Systemic Lupus Erythematosus, Outcome Assessment, Psychometrics, Quality of Life",0.3398,0.4854,0.0000
최정원,10957,인재경영실,https://rcard.re.kr/detail/bBOAdV3/3356gPLq/MBvHA==,6,MOH-001402,Accounting for allosteric effects of mutations in diagnostics and personalised treatment within SG10K project,Igor Berezovsky,BII - Bioinformatics Institute,"Allosteric effects of mutations, diagnostics, SG10K project, K-Ras, allosteric drugs, drug resistance, machine learning (ML)",0.3382,0.4832,0.0000
최정원,10957,인재경영실,https://rcard.re.kr/detail/bBOAdV3/3356gPLq/MBvHA==,7,RC/CIRG/1446/2016,Etiology of Cortical Cerebral Microinfarcts and Impact on Brain Function and Long Term Outcomes,Christopher Chen,National University Health System,"Cortical cerebral microinfarcts, Cerebrovascular diseases, Cognitive impairment, Dementia, Magnetic Resonance Imaging",0.3341,0.4772,0.0000
최정원,10957,인재경영실,https://rcard.re.kr/detail/bBOAdV3/3356gPLq/MBvHA==,8,MOE-000664,RISE-M: Regulation Competencies for At-rISk Adolescents: Social Well-bEing & Neurophysiological Markers,Azilawati Jamaludin,Nanyang Technological University,Metacognitive Regulation; Emotional Regulation; Social Regulation; Science of Learning,0.3336,0.4766,0.0000
최정원,10957,인재경영실,https://rcard.re.kr/detail/bBOAdV3/3356gPLq/MBvHA==,9,MOH-001594,SURE-TREAT: Singapore Undiagnosed Research Endeavour: identification and TREATment of splicing variants in patients with neurodevelopmental disorders,Saumya Shekhar Jamuar,KK Women's & Children's Hospital,"genomics, therapeutics, antisense oligonucleotides, precision therapeutics",0.3324,0.4749,0.0000
최정원,10957,인재경영실,https://rcard.re.kr/detail/bBOAdV3/3356gPLq/MBvHA==,10,NRF-000538,An Integrated Multimodal Quantification Method to Designing Landscapes for Well-being,"Lin Shengwei, Ervine",National University of Singapore,"Landscape Metrics, Well-being, EEG",0.3324,0.4748,0.0000
유재승 (JAESEUNG YOO),10945,차세대전지연구센터,https://rcard.re.kr/detail/XvValKwY2ERMDEO1cNSTFg==,1,MOE-000135,IMPACTS OF ENVIRONMENTAL PRESSURES ON LIVELIHOOD TRANSFORMATIONS IN THE MEKONG DELTA,Edward Park,Nanyang Technological University,Environmental pressure; Livelihood transform; Ecosystem services; Mekong Delta; SLPF; Sustainability,0.3424,0.4892,0.0000
유재승 (JAESEUNG YOO),10945,차세대전지연구센터,https://rcard.re.kr/detail/XvValKwY2ERMDEO1cNSTFg==,2,MOE-000827,"Role of Firm-to-Firm Input-Output Linkages in Transmitting Aggregate Shocks: Impacts on Firm-Level Productivity, Labor Demand, and Innovation",Pao-Li Chang,Singapore Management University,Firm-to-Firm Input-Output Linkages; Firm-Level Productivity; Firm-Level Labor Demand; Firm-Level Innovation; Global Value Chain,0.3349,0.4784,0.0000
유재승 (JAESEUNG YOO),10945,차세대전지연구센터,https://rcard.re.kr/detail/XvValKwY2ERMDEO1cNSTFg==,3,MOH-001273,Precision BRAin COnnectivity Profiling of Learning Difficulties (BRACO-LD),Tan Ai Peng,National University of Singapore,brain connectivity; learning difficulties; magnetic resonance imaging,0.3323,0.4747,0.0000
유재승 (JAESEUNG YOO),10945,차세대전지연구센터,https://rcard.re.kr/detail/XvValKwY2ERMDEO1cNSTFg==,4,NRF-VI2014-001,Visiting Investigatorship (Eugene Yeo Wei Ming),Eugene Yeo,National University of Singapore,Data Access Contact:,0.3279,0.4684,0.0000
유재승 (JAESEUNG YOO),10945,차세대전지연구센터,https://rcard.re.kr/detail/XvValKwY2ERMDEO1cNSTFg==,5,RC/CIRG/1416/2015,"Singapore YouNg Dementia Cohort Study (SYNC): Clinical, Pathophysiological and Economic Cost Characterization",Nagaendran Kandiah,National Neuroscience Institute of Singapore Pte Ltd,"Young Onset Dementia, Alzheimer's Disease, Frontotemporal Dementia, Functional MRI, White Matter Hyperintensity, Genetic Profiling",0.3271,0.4673,0.0000
유재승 (JAESEUNG YOO),10945,차세대전지연구센터,https://rcard.re.kr/detail/XvValKwY2ERMDEO1cNSTFg==,6,MOE-000664,RISE-M: Regulation Competencies for At-rISk Adolescents: Social Well-bEing & Neurophysiological Markers,Azilawati Jamaludin,Nanyang Technological University,Metacognitive Regulation; Emotional Regulation; Social Regulation; Science of Learning,0.3257,0.4654,0.0000
유재승 (JAESEUNG YOO),10945,차세대전지연구센터,https://rcard.re.kr/detail/XvValKwY2ERMDEO1cNSTFg==,7,MOH-001799,PREcision MApping and NEuromodulation after thalamic hemorrhage: The PREMANE Trial,Mervyn Lim Jun Rui,National University Hospital (NUH),spontaneous intracerebral hemorrhage; precision functional mapping; precision neuromodulation; functional magnetic resonance imaging; transcranial magnetic stimulation; stroke rehabilitation,0.3251,0.4645,0.0000
유재승 (JAESEUNG YOO),10945,차세대전지연구센터,https://rcard.re.kr/detail/XvValKwY2ERMDEO1cNSTFg==,8,MOH-001755,Investigating the Underlying Disease Mechanism of PURA Syndrome: Modelling Cortical Dysfunction for Therapeutic Target Discovery,Jeannette Goh Lay Kuan,KK Women's & Children's Hospital,"PURA syndrome, neurodevelopmental disorder",0.3245,0.4636,0.0000
유재승 (JAESEUNG YOO),10945,차세대전지연구센터,https://rcard.re.kr/detail/XvValKwY2ERMDEO1cNSTFg==,9,MRC/NIG/0039/2008,Developing a Systemic Lupus Erythematosus-specific Health-Related Quality of Life Item Bank for use among Multi-Ethnic Asian Patients,Wee Hwee Lin,National University of Singapore,"Systemic Lupus Erythematosus, Outcome Assessment, Psychometrics, Quality of Life",0.3225,0.4607,0.0000
유재승 (JAESEUNG YOO),10945,차세대전지연구센터,https://rcard.re.kr/detail/XvValKwY2ERMDEO1cNSTFg==,10,NMRC/1295/2011,Guillain-Barré syndrome in Singapore: Electrophysiological subtypes and immunopathological features,Nobuhiro Yuki,National University of Singapore,"Guillain-Barré syndrome, Fisher syndrome, Nerve conduction study, Skin biopsy, Intravenous immunoglobulin, Complement",0.3224,0.4605,0.0000
